Start_Time,End_Time,Activity
2010-11-07 17:40:51,2010-11-07 17:46:24,Kitchen_Usage
2010-11-07 17:47:05,2010-11-07 18:15:27,Relax
2010-11-07 18:15:27,2010-11-07 18:21:42,Idle
2010-11-07 18:21:42,2010-11-07 19:09:38,Relax
2010-11-07 19:09:38,2010-11-07 19:19:24,Idle
2010-11-07 19:19:24,2010-11-07 19:37:57,Relax
2010-11-07 19:37:57,2010-11-07 19:52:24,Idle
2010-11-07 19:52:24,2010-11-07 20:05:57,Relax
2010-11-07 20:05:57,2010-11-07 20:37:41,Idle
2010-11-07 20:37:41,2010-11-07 20:40:22,Meal_Preparation
2010-11-07 20:40:41,2010-11-07 21:48:13,Relax
2010-11-07 21:48:13,2010-11-07 21:52:18,Idle
2010-11-07 21:52:18,2010-11-07 21:59:36,Relax
2010-11-07 21:59:36,2010-11-07 22:00:40,Idle
2010-11-07 22:00:40,2010-11-07 22:48:22,Relax
2010-11-07 22:48:22,2010-11-07 22:59:09,Idle
2010-11-07 22:59:09,2010-11-07 23:45:22,Relax
2010-11-07 23:45:22,2010-11-07 23:52:03,Idle
2010-11-07 23:52:03,2010-11-08 05:39:57,Sleeping
2010-11-08 05:40:10,2010-11-08 05:43:15,Bathroom_Usage
2010-11-08 05:43:34,2010-11-08 08:06:37,Sleeping
2010-11-08 08:06:37,2010-11-08 08:15:47,Idle
2010-11-08 08:15:47,2010-11-08 08:19:26,Meal_Preparation
2010-11-08 08:19:26,2010-11-08 08:20:36,Idle
2010-11-08 08:20:36,2010-11-08 08:34:43,Meal_Preparation
2010-11-08 08:34:43,2010-11-08 08:35:53,Idle
2010-11-08 08:35:53,2010-11-08 08:39:50,Meal_Preparation
2010-11-08 08:40:00,2010-11-08 09:03:09,Relax
2010-11-08 09:03:53,2010-11-08 09:09:41,Meal_Preparation
2010-11-08 09:10:05,2010-11-08 09:20:37,Relax
2010-11-08 09:20:37,2010-11-08 09:37:57,Idle
2010-11-08 09:37:57,2010-11-08 09:38:53,Meal_Preparation
2010-11-08 09:38:53,2010-11-08 09:42:56,Idle
2010-11-08 09:42:56,2010-11-08 09:44:21,Meal_Preparation
2010-11-08 09:44:21,2010-11-08 09:49:03,Idle
2010-11-08 09:49:03,2010-11-08 10:02:39,Relax
2010-11-08 10:02:39,2010-11-08 10:03:57,Idle
2010-11-08 10:03:57,2010-11-08 10:25:05,Meal_Preparation
2010-11-08 10:25:05,2010-11-08 10:28:50,Idle
2010-11-08 10:28:50,2010-11-08 10:38:29,Meal_Preparation
2010-11-08 10:38:29,2010-11-08 11:28:52,Idle
2010-11-08 11:28:52,2010-11-08 11:31:46,Meal_Preparation
2010-11-08 11:31:46,2010-11-08 11:42:48,Idle
2010-11-08 11:42:48,2010-11-08 13:46:43,Outside
2010-11-08 13:46:43,2010-11-08 13:58:31,Idle
2010-11-08 13:58:31,2010-11-08 14:00:25,Meal_Preparation
2010-11-08 14:00:25,2010-11-08 14:05:26,Idle
2010-11-08 14:05:26,2010-11-08 14:16:31,Meal_Preparation
2010-11-08 14:16:39,2010-11-08 14:17:13,Kitchen_Usage
2010-11-08 14:17:13,2010-11-08 14:18:33,Idle
2010-11-08 14:18:33,2010-11-08 14:59:16,Relax
2010-11-08 14:59:16,2010-11-08 15:20:18,Idle
2010-11-08 15:20:18,2010-11-08 16:14:22,Relax
2010-11-08 16:14:22,2010-11-08 16:31:39,Idle
2010-11-08 16:31:39,2010-11-08 16:40:02,Movement
2010-11-08 16:40:02,2010-11-08 16:42:31,Idle
2010-11-08 16:42:31,2010-11-08 16:56:54,Outside
2010-11-08 16:56:54,2010-11-08 17:09:23,Idle
2010-11-08 17:09:23,2010-11-08 17:10:17,Relax
2010-11-08 17:10:17,2010-11-08 17:25:02,Idle
2010-11-08 17:25:02,2010-11-08 17:33:11,Outside
2010-11-08 17:33:30,2010-11-08 17:39:13,Relax
2010-11-08 17:39:13,2010-11-08 17:45:21,Idle
2010-11-08 17:45:21,2010-11-08 18:04:32,Relax
2010-11-08 18:04:32,2010-11-08 18:06:26,Idle
2010-11-08 18:06:26,2010-11-08 18:40:25,Relax
2010-11-08 18:40:52,2010-11-08 18:54:49,Meal_Preparation
2010-11-08 18:54:49,2010-11-08 18:58:10,Idle
2010-11-08 18:58:10,2010-11-08 19:17:19,Relax
2010-11-08 19:17:19,2010-11-08 19:21:17,Idle
2010-11-08 19:21:17,2010-11-08 19:45:44,Relax
2010-11-08 19:45:44,2010-11-08 19:47:01,Idle
2010-11-08 19:47:01,2010-11-08 19:57:05,Relax
2010-11-08 19:57:05,2010-11-08 20:02:16,Idle
2010-11-08 20:02:16,2010-11-08 20:40:25,Relax
2010-11-08 20:40:25,2010-11-08 20:44:26,Idle
2010-11-08 20:44:26,2010-11-08 22:11:51,Relax
2010-11-08 22:11:51,2010-11-08 22:24:17,Idle
2010-11-08 22:24:17,2010-11-08 23:28:40,Relax
2010-11-08 23:28:40,2010-11-08 23:36:00,Idle
2010-11-08 23:36:00,2010-11-08 23:44:58,Relax
2010-11-08 23:44:58,2010-11-08 23:54:38,Idle
2010-11-08 23:54:38,2010-11-09 00:30:28,Sleeping
2010-11-09 00:30:32,2010-11-09 00:32:54,Bathroom_Usage
2010-11-09 00:33:12,2010-11-09 05:31:19,Sleeping
2010-11-09 05:31:30,2010-11-09 05:34:08,Bathroom_Usage
2010-11-09 05:34:57,2010-11-09 08:39:58,Sleeping
2010-11-09 08:39:58,2010-11-09 08:46:52,Idle
2010-11-09 08:46:52,2010-11-09 08:55:17,Meal_Preparation
2010-11-09 08:55:17,2010-11-09 08:57:28,Idle
2010-11-09 08:57:28,2010-11-09 09:11:00,Meal_Preparation
2010-11-09 09:11:50,2010-11-09 09:23:22,Relax
2010-11-09 09:23:22,2010-11-09 09:27:43,Idle
2010-11-09 09:27:43,2010-11-09 09:38:41,Relax
2010-11-09 09:38:41,2010-11-09 09:49:07,Idle
2010-11-09 09:49:07,2010-11-09 09:54:00,Meal_Preparation
2010-11-09 09:54:00,2010-11-09 10:12:07,Idle
2010-11-09 10:12:07,2010-11-09 10:13:40,Movement
2010-11-09 10:13:43,2010-11-09 10:18:03,Relax
2010-11-09 10:18:03,2010-11-09 10:19:13,Idle
2010-11-09 10:19:13,2010-11-09 10:23:28,Relax
2010-11-09 10:24:01,2010-11-09 11:32:39,Movement
2010-11-09 11:32:39,2010-11-09 11:34:08,Idle
2010-11-09 11:34:08,2010-11-09 11:36:41,Outside
2010-11-09 11:36:41,2010-11-09 11:41:42,Idle
2010-11-09 11:41:42,2010-11-09 13:47:28,Outside
2010-11-09 13:47:37,2010-11-09 13:56:08,Meal_Preparation
2010-11-09 13:56:08,2010-11-09 13:58:39,Idle
2010-11-09 13:58:39,2010-11-09 14:08:35,Meal_Preparation
2010-11-09 14:08:45,2010-11-09 14:15:01,Relax
2010-11-09 14:15:01,2010-11-09 14:17:44,Idle
2010-11-09 14:17:44,2010-11-09 14:47:27,Relax
2010-11-09 14:47:27,2010-11-09 14:55:55,Idle
2010-11-09 14:55:55,2010-11-09 15:12:45,Outside
2010-11-09 15:12:45,2010-11-09 15:29:54,Idle
2010-11-09 15:29:54,2010-11-09 15:34:50,Relax
2010-11-09 15:34:50,2010-11-09 15:47:38,Idle
2010-11-09 15:47:38,2010-11-09 15:50:20,Relax
2010-11-09 15:50:20,2010-11-09 16:15:50,Idle
2010-11-09 16:15:50,2010-11-09 16:24:09,Relax
2010-11-09 16:24:09,2010-11-09 17:48:01,Idle
2010-11-09 17:48:01,2010-11-09 18:03:06,Meal_Preparation
2010-11-09 18:03:06,2010-11-09 18:04:35,Idle
2010-11-09 18:04:35,2010-11-09 18:20:02,Meal_Preparation
2010-11-09 18:20:02,2010-11-09 18:22:50,Idle
2010-11-09 18:22:50,2010-11-09 18:25:57,Meal_Preparation
2010-11-09 18:25:57,2010-11-09 18:31:42,Idle
2010-11-09 18:31:42,2010-11-09 18:39:35,Meal_Preparation
2010-11-09 18:39:35,2010-11-09 18:55:41,Idle
2010-11-09 18:55:41,2010-11-09 19:01:21,Meal_Preparation
2010-11-09 19:02:07,2010-11-09 19:04:06,Kitchen_Usage
2010-11-09 19:04:06,2010-11-09 19:05:13,Idle
2010-11-09 19:05:13,2010-11-09 19:10:41,Kitchen_Usage
2010-11-09 19:10:41,2010-11-09 19:17:56,Idle
2010-11-09 19:17:56,2010-11-09 20:41:22,Relax
2010-11-09 20:41:22,2010-11-09 20:47:48,Idle
2010-11-09 20:47:48,2010-11-09 20:54:32,Relax
2010-11-09 20:54:32,2010-11-09 21:08:01,Idle
2010-11-09 21:08:01,2010-11-09 21:43:38,Relax
2010-11-09 21:43:38,2010-11-09 21:55:26,Idle
2010-11-09 21:55:26,2010-11-09 23:56:08,Relax
2010-11-09 23:56:08,2010-11-09 23:58:54,Idle
2010-11-09 23:58:54,2010-11-10 00:00:05,Sleeping
2010-11-10 00:00:05,2010-11-10 00:09:31,Idle
2010-11-10 00:09:31,2010-11-10 06:41:22,Sleeping
2010-11-10 06:41:22,2010-11-10 06:49:05,Idle
2010-11-10 06:49:05,2010-11-10 06:59:08,Meal_Preparation
2010-11-10 06:59:08,2010-11-10 07:09:34,Idle
2010-11-10 07:09:34,2010-11-10 07:25:55,Relax
2010-11-10 07:25:55,2010-11-10 07:28:14,Idle
2010-11-10 07:28:14,2010-11-10 07:29:15,Meal_Preparation
2010-11-10 07:30:09,2010-11-10 07:52:39,Relax
2010-11-10 07:52:39,2010-11-10 09:11:03,Idle
2010-11-10 09:11:03,2010-11-10 09:12:44,Meal_Preparation
2010-11-10 09:12:44,2010-11-10 09:23:09,Idle
2010-11-10 09:23:09,2010-11-10 09:29:04,Meal_Preparation
2010-11-10 09:29:04,2010-11-10 09:39:57,Idle
2010-11-10 09:39:57,2010-11-10 17:39:41,Outside
2010-11-10 17:39:41,2010-11-10 18:11:20,Idle
2010-11-10 18:11:20,2010-11-10 18:17:58,Meal_Preparation
2010-11-10 18:17:58,2010-11-10 18:18:59,Idle
2010-11-10 18:18:59,2010-11-10 18:53:30,Meal_Preparation
2010-11-10 18:53:30,2010-11-10 19:01:49,Idle
2010-11-10 19:01:49,2010-11-10 19:12:19,Relax
2010-11-10 19:12:19,2010-11-10 19:14:25,Idle
2010-11-10 19:14:25,2010-11-10 19:23:21,Relax
2010-11-10 19:23:21,2010-11-10 19:25:59,Idle
2010-11-10 19:25:59,2010-11-10 19:54:51,Relax
2010-11-10 19:54:51,2010-11-10 19:57:15,Idle
2010-11-10 19:57:15,2010-11-10 20:05:33,Relax
2010-11-10 20:05:33,2010-11-10 20:19:01,Idle
2010-11-10 20:19:01,2010-11-10 20:44:14,Relax
2010-11-10 20:44:14,2010-11-10 20:49:41,Idle
2010-11-10 20:49:41,2010-11-10 22:28:35,Relax
2010-11-10 22:28:35,2010-11-10 22:33:39,Idle
2010-11-10 22:33:39,2010-11-10 23:14:47,Relax
2010-11-10 23:14:47,2010-11-10 23:27:01,Idle
2010-11-10 23:27:01,2010-11-11 05:13:53,Sleeping
2010-11-11 05:13:58,2010-11-11 05:16:28,Bathroom_Usage
2010-11-11 05:16:35,2010-11-11 08:40:02,Sleeping
2010-11-11 08:40:02,2010-11-11 08:45:49,Idle
2010-11-11 08:45:49,2010-11-11 08:55:14,Meal_Preparation
2010-11-11 08:55:14,2010-11-11 09:32:48,Idle
2010-11-11 09:32:48,2010-11-11 09:34:53,Meal_Preparation
2010-11-11 09:34:53,2010-11-11 09:36:26,Idle
2010-11-11 09:36:26,2010-11-11 09:53:14,Relax
2010-11-11 09:53:14,2010-11-11 09:57:49,Idle
2010-11-11 09:57:49,2010-11-11 10:13:37,Meal_Preparation
2010-11-11 10:13:37,2010-11-11 10:58:46,Idle
2010-11-11 10:58:46,2010-11-11 11:08:18,Relax
2010-11-11 11:08:18,2010-11-11 11:42:21,Idle
2010-11-11 11:42:21,2010-11-11 13:26:00,Outside
2010-11-11 13:26:00,2010-11-11 13:38:39,Idle
2010-11-11 13:38:39,2010-11-11 13:52:16,Meal_Preparation
2010-11-11 13:52:16,2010-11-11 13:57:04,Idle
2010-11-11 13:57:04,2010-11-11 14:04:19,Relax
2010-11-11 14:04:19,2010-11-11 14:16:42,Idle
2010-11-11 14:16:42,2010-11-11 15:48:16,Outside
2010-11-11 15:48:16,2010-11-11 16:37:14,Idle
2010-11-11 16:37:14,2010-11-11 17:06:13,Relax
2010-11-11 17:06:13,2010-11-11 17:09:13,Idle
2010-11-11 17:09:13,2010-11-11 17:27:57,Relax
2010-11-11 17:27:57,2010-11-11 17:55:03,Idle
2010-11-11 17:55:03,2010-11-11 19:19:26,Relax
2010-11-11 19:19:26,2010-11-11 19:21:06,Idle
2010-11-11 19:21:06,2010-11-11 19:44:34,Relax
2010-11-11 19:44:34,2010-11-11 19:57:55,Idle
2010-11-11 19:57:55,2010-11-11 20:00:48,Meal_Preparation
2010-11-11 20:00:48,2010-11-11 20:05:21,Idle
2010-11-11 20:05:21,2010-11-11 20:25:38,Relax
2010-11-11 20:26:15,2010-11-11 20:27:17,Meal_Preparation
2010-11-11 20:27:17,2010-11-11 20:33:08,Idle
2010-11-11 20:33:08,2010-11-11 20:33:49,Meal_Preparation
2010-11-11 20:33:49,2010-11-11 20:39:58,Idle
2010-11-11 20:39:58,2010-11-11 20:51:07,Relax
2010-11-11 20:51:07,2010-11-11 20:52:25,Idle
2010-11-11 20:52:25,2010-11-11 20:53:04,Meal_Preparation
2010-11-11 20:53:04,2010-11-11 21:02:07,Idle
2010-11-11 21:02:07,2010-11-11 21:22:06,Relax
2010-11-11 21:22:27,2010-11-11 21:23:29,Meal_Preparation
2010-11-11 21:24:03,2010-11-11 22:04:23,Relax
2010-11-11 22:04:51,2010-11-11 22:05:24,Meal_Preparation
2010-11-11 22:05:24,2010-11-11 22:10:59,Idle
2010-11-11 22:10:59,2010-11-11 22:15:33,Meal_Preparation
2010-11-11 22:15:33,2010-11-11 22:17:08,Idle
2010-11-11 22:17:08,2010-11-11 22:24:14,Meal_Preparation
2010-11-11 22:24:14,2010-11-11 22:40:27,Idle
2010-11-11 22:40:27,2010-11-12 04:31:34,Sleeping
2010-11-12 04:31:41,2010-11-12 04:35:07,Bathroom_Usage
2010-11-12 04:35:27,2010-11-12 08:13:41,Sleeping
2010-11-12 08:13:41,2010-11-12 08:27:36,Idle
2010-11-12 08:27:36,2010-11-12 08:35:49,Meal_Preparation
2010-11-12 08:35:49,2010-11-12 08:44:29,Idle
2010-11-12 08:44:29,2010-11-12 08:51:32,Meal_Preparation
2010-11-12 08:52:32,2010-11-12 08:56:07,Relax
2010-11-12 08:56:16,2010-11-12 09:02:55,Meal_Preparation
2010-11-12 09:02:55,2010-11-12 09:09:24,Idle
2010-11-12 09:09:24,2010-11-12 09:44:27,Relax
2010-11-12 09:44:27,2010-11-12 10:06:52,Idle
2010-11-12 10:06:52,2010-11-12 10:10:35,Meal_Preparation
2010-11-12 10:10:35,2010-11-12 10:17:10,Idle
2010-11-12 10:17:10,2010-11-12 10:20:22,Meal_Preparation
2010-11-12 10:20:22,2010-11-12 10:21:38,Idle
2010-11-12 10:21:38,2010-11-12 10:23:04,Meal_Preparation
2010-11-12 10:23:04,2010-11-12 10:29:42,Idle
2010-11-12 10:29:42,2010-11-12 10:32:26,Meal_Preparation
2010-11-12 10:32:26,2010-11-12 10:37:55,Idle
2010-11-12 10:37:55,2010-11-12 10:42:58,Meal_Preparation
2010-11-12 10:42:58,2010-11-12 11:20:00,Idle
2010-11-12 11:20:00,2010-11-12 11:23:46,Relax
2010-11-12 11:23:46,2010-11-12 11:46:02,Idle
2010-11-12 11:46:02,2010-11-12 13:43:55,Outside
2010-11-12 13:43:55,2010-11-12 13:48:28,Idle
2010-11-12 13:48:28,2010-11-12 13:48:50,Outside
2010-11-12 13:48:50,2010-11-12 13:50:35,Idle
2010-11-12 13:50:35,2010-11-12 14:03:02,Meal_Preparation
2010-11-12 14:03:02,2010-11-12 14:21:49,Idle
2010-11-12 14:21:49,2010-11-12 15:12:33,Outside
2010-11-12 15:12:33,2010-11-12 15:23:03,Idle
2010-11-12 15:23:03,2010-11-12 15:56:34,Relax
2010-11-12 15:56:34,2010-11-12 15:57:41,Idle
2010-11-12 15:57:41,2010-11-12 16:09:35,Movement
2010-11-12 16:09:35,2010-11-12 16:10:45,Idle
2010-11-12 16:10:45,2010-11-12 16:38:02,Relax
2010-11-12 16:38:02,2010-11-12 16:39:04,Idle
2010-11-12 16:39:04,2010-11-12 16:40:00,Meal_Preparation
2010-11-12 16:40:00,2010-11-12 16:42:51,Idle
2010-11-12 16:42:51,2010-11-12 16:43:13,Outside
2010-11-12 16:43:20,2010-11-12 16:44:21,Meal_Preparation
2010-11-12 16:44:21,2010-11-12 16:45:34,Idle
2010-11-12 16:45:34,2010-11-12 16:54:33,Meal_Preparation
2010-11-12 16:54:33,2010-11-12 16:56:03,Idle
2010-11-12 16:56:03,2010-11-12 18:45:06,Relax
2010-11-12 18:45:06,2010-11-12 18:47:05,Idle
2010-11-12 18:47:05,2010-11-12 18:58:57,Relax
2010-11-12 18:58:57,2010-11-12 19:05:22,Idle
