Start_Time,End_Time,Activity
2011-11-29 15:45:54,2011-11-29 15:49:51,Idle
2011-11-29 15:49:51,2011-11-29 15:50:54,Grooming
2011-11-29 15:50:54,2011-11-29 15:52:04,Idle
2011-11-29 15:52:04,2011-11-29 16:17:58,Relax
2011-11-29 16:17:58,2011-11-29 16:18:00,Idle
2011-11-29 16:18:00,2011-11-29 16:31:27,Toileting
2011-11-29 16:31:27,2011-11-29 16:34:17,Idle
2011-11-29 16:34:17,2011-11-29 17:08:07,Relax
2011-11-29 17:08:07,2011-11-29 17:08:58,Idle
2011-11-29 17:08:58,2011-11-29 17:09:29,Toileting
2011-11-29 17:09:29,2011-11-29 17:43:00,Idle
2011-11-29 17:43:00,2011-11-29 18:57:22,Relax
2011-11-29 18:57:22,2011-11-29 19:02:15,Idle
2011-11-29 19:02:15,2011-11-29 20:23:38,Outside
2011-11-29 20:23:38,2011-11-29 20:28:00,Idle
2011-11-29 20:28:00,2011-11-30 01:19:47,Relax
2011-11-30 01:19:47,2011-11-30 01:22:33,Idle
2011-11-30 01:22:33,2011-11-30 10:07:31,Sleeping
2011-11-30 10:07:31,2011-11-30 10:11:07,Idle
2011-11-30 10:11:07,2011-11-30 10:13:59,Toileting
2011-11-30 10:13:59,2011-11-30 10:14:45,Idle
2011-11-30 10:14:45,2011-11-30 10:18:33,Showering
2011-11-30 10:18:33,2011-11-30 10:22:59,Idle
2011-11-30 10:22:59,2011-11-30 10:35:00,Meal_Preparation
2011-11-30 10:35:00,2011-11-30 10:39:30,Idle
2011-11-30 10:39:30,2011-11-30 10:41:13,Grooming
2011-11-30 10:41:13,2011-11-30 10:41:38,Idle
2011-11-30 10:41:38,2011-11-30 13:04:59,Relax
2011-11-30 13:04:59,2011-11-30 13:05:27,Idle
2011-11-30 13:05:27,2011-11-30 13:05:31,Meal_Preparation
2011-11-30 13:05:31,2011-11-30 13:05:38,Idle
2011-11-30 13:05:38,2011-11-30 14:09:34,Relax
2011-11-30 14:09:34,2011-11-30 14:11:16,Idle
2011-11-30 14:11:16,2011-11-30 14:11:48,Toileting
2011-11-30 14:11:48,2011-11-30 14:13:45,Idle
2011-11-30 14:13:45,2011-11-30 14:34:09,Relax
2011-11-30 14:34:09,2011-11-30 14:39:42,Idle
2011-11-30 14:39:42,2011-11-30 15:00:24,Meal_Preparation
2011-11-30 15:00:24,2011-11-30 15:11:48,Idle
2011-11-30 15:11:48,2011-11-30 16:39:11,Relax
2011-11-30 16:39:11,2011-11-30 16:40:01,Idle
2011-11-30 16:40:01,2011-11-30 16:40:24,Toileting
2011-11-30 16:40:24,2011-11-30 16:41:05,Idle
2011-11-30 16:41:05,2011-11-30 16:41:09,Meal_Preparation
2011-11-30 16:41:09,2011-11-30 16:41:15,Idle
2011-11-30 16:41:15,2011-11-30 18:00:38,Relax
2011-11-30 18:00:38,2011-11-30 18:01:44,Idle
2011-11-30 18:01:44,2011-11-30 18:01:47,Toileting
2011-11-30 18:01:47,2011-11-30 18:01:54,Idle
2011-11-30 18:01:54,2011-11-30 18:43:20,Relax
2011-11-30 18:43:20,2011-11-30 18:57:08,Idle
2011-11-30 18:57:08,2011-11-30 18:57:34,Toileting
2011-11-30 18:57:34,2011-11-30 18:57:39,Idle
2011-11-30 18:57:39,2011-11-30 19:37:10,Relax
2011-11-30 19:37:10,2011-11-30 19:37:36,Idle
2011-11-30 19:37:36,2011-11-30 19:38:01,Toileting
2011-11-30 19:38:01,2011-11-30 19:46:44,Idle
2011-11-30 19:46:44,2011-11-30 20:05:12,Outside
2011-11-30 20:05:12,2011-11-30 20:13:39,Idle
2011-11-30 20:13:39,2011-11-30 20:13:48,Grooming
2011-11-30 20:13:48,2011-11-30 20:14:03,Idle
2011-11-30 20:14:03,2011-12-01 01:34:27,Relax
2011-12-01 01:34:27,2011-12-01 01:37:52,Idle
2011-12-01 01:37:52,2011-12-01 10:50:45,Sleeping
2011-12-01 10:20:59,2011-12-02 12:21:19,Idle
2011-12-01 10:20:59,2011-12-02 12:21:19,Idle
2011-12-01 10:50:45,2011-12-01 10:55:03,Idle
2011-12-01 10:55:03,2011-12-01 10:55:32,Grooming
2011-12-01 10:55:32,2011-12-01 10:58:37,Idle
2011-12-01 10:58:37,2011-12-01 11:12:22,Showering
2011-12-01 11:12:22,2011-12-01 11:17:05,Idle
2011-12-01 11:17:05,2011-12-01 11:29:49,Meal_Preparation
2011-12-01 11:29:49,2011-12-01 11:30:06,Idle
2011-12-01 11:30:06,2011-12-01 14:29:02,Relax
2011-12-01 11:35:49,2011-12-02 12:37:47,Idle
2011-12-01 11:35:49,2011-12-02 12:37:47,Idle
2011-12-01 14:29:37,2011-12-01 14:55:02,Meal_Preparation
2011-12-01 14:55:02,2011-12-01 15:09:00,Idle
2011-12-01 15:09:00,2011-12-01 16:26:17,Relax
2011-12-01 16:26:17,2011-12-01 16:26:35,Idle
2011-12-01 16:26:35,2011-12-01 16:27:04,Toileting
2011-12-01 16:27:03,2011-12-01 16:46:40,Relax
2011-12-01 16:29:59,2011-12-01 19:30:01,Idle
2011-12-01 16:29:59,2011-12-01 19:30:01,Idle
2011-12-01 16:46:40,2011-12-01 17:17:23,Idle
2011-12-01 17:17:23,2011-12-01 17:27:13,Grooming
2011-12-01 17:27:13,2011-12-01 17:29:29,Idle
2011-12-01 17:29:29,2011-12-01 18:49:51,Outside
2011-12-01 18:49:51,2011-12-01 18:55:03,Idle
2011-12-01 18:55:03,2011-12-01 19:10:34,Relax
2011-12-01 19:10:34,2011-12-01 19:28:51,Idle
2011-12-01 19:28:51,2011-12-01 16:29:59,Toileting
2011-12-01 19:30:01,2011-12-01 23:52:52,Relax
2011-12-01 23:52:52,2011-12-01 23:53:00,Idle
2011-12-01 23:53:00,2011-12-01 23:53:28,Grooming
2011-12-01 23:53:28,2011-12-01 23:54:32,Idle
2011-12-01 23:54:32,2011-12-02 01:18:32,Relax
2011-12-02 01:18:32,2011-12-02 01:18:44,Idle
2011-12-02 01:18:44,2011-12-02 01:18:57,Grooming
2011-12-02 01:18:57,2011-12-02 01:19:09,Idle
2011-12-02 01:19:09,2011-12-02 02:08:17,Relax
2011-12-02 02:08:17,2011-12-02 02:09:33,Idle
2011-12-02 02:09:33,2011-12-02 02:13:56,Grooming
2011-12-02 02:13:56,2011-12-02 02:15:55,Idle
2011-12-02 02:15:55,2011-12-02 12:15:19,Sleeping
2011-12-02 12:15:19,2011-12-02 12:16:00,Idle
2011-12-02 12:16:00,2011-12-02 12:20:40,Toileting
2011-12-02 12:20:41,2011-12-01 10:20:59,Grooming
2011-12-02 12:21:19,2011-12-02 12:25:40,Showering
2011-12-02 12:25:40,2011-12-02 12:27:47,Idle
2011-12-02 12:27:47,2011-12-01 11:35:49,Meal_Preparation
2011-12-02 12:37:47,2011-12-02 14:46:29,Relax
2011-12-02 14:46:29,2011-12-02 14:47:00,Idle
2011-12-02 14:47:00,2011-12-02 15:20:00,Meal_Preparation
2011-12-02 15:20:00,2011-12-02 15:24:05,Idle
2011-12-02 15:24:05,2011-12-02 15:55:12,Relax
2011-12-02 15:55:12,2011-12-02 15:56:02,Idle
2011-12-02 15:56:02,2011-12-02 15:57:55,Grooming
2011-12-02 15:57:55,2011-12-02 15:58:00,Idle
2011-12-02 15:58:00,2011-12-02 16:36:05,Relax
2011-12-02 16:36:05,2011-12-02 16:37:27,Idle
2011-12-02 16:37:27,2011-12-02 16:47:27,Toileting
2011-12-02 16:47:27,2011-12-02 16:47:39,Idle
2011-12-02 16:47:39,2011-12-02 19:39:08,Relax
2011-12-02 19:39:08,2011-12-02 19:40:44,Idle
2011-12-02 19:40:44,2011-12-02 19:40:50,Meal_Preparation
2011-12-02 19:40:50,2011-12-02 19:41:14,Idle
2011-12-02 19:41:14,2011-12-02 21:26:09,Relax
2011-12-02 21:26:09,2011-12-02 21:27:09,Idle
2011-12-02 21:27:09,2011-12-02 21:44:37,Toileting
2011-12-02 21:44:37,2011-12-02 21:46:31,Idle
2011-12-02 21:46:31,2011-12-03 01:41:08,Relax
2011-12-03 01:41:08,2011-12-03 01:47:02,Idle
2011-12-03 01:47:02,2011-12-03 11:56:20,Sleeping
2011-12-03 11:56:20,2011-12-03 11:57:15,Idle
2011-12-03 11:57:15,2011-12-03 11:59:15,Toileting
2011-12-03 11:59:15,2011-12-03 11:59:33,Idle
2011-12-03 11:59:33,2011-12-03 12:01:59,Grooming
2011-12-03 12:01:59,2011-12-03 12:03:36,Idle
2011-12-03 12:03:36,2011-12-03 12:07:26,Showering
2011-12-03 12:07:26,2011-12-03 12:10:35,Idle
2011-12-03 12:10:35,2011-12-03 12:19:30,Meal_Preparation
2011-12-03 12:19:30,2011-12-03 12:21:30,Idle
2011-12-03 12:21:30,2011-12-03 13:28:36,Relax
2011-12-03 13:28:36,2011-12-03 13:29:00,Idle
2011-12-03 13:29:00,2011-12-03 13:29:59,Grooming
2011-12-03 13:29:48,2011-12-03 14:01:20,Relax
2011-12-03 14:01:20,2011-12-03 14:11:10,Idle
2011-12-03 14:11:10,2011-12-03 14:14:43,Grooming
2011-12-03 14:14:43,2011-12-03 14:18:11,Idle
2011-12-03 14:18:11,2011-12-03 17:48:37,Outside
2011-12-03 17:48:37,2011-12-03 17:50:14,Idle
2011-12-03 17:50:14,2011-12-03 23:53:24,Relax
2011-12-03 23:53:24,2011-12-03 23:54:00,Idle
2011-12-03 23:54:00,2011-12-03 23:54:51,Toileting
2011-12-03 23:54:51,2011-12-03 23:55:18,Idle
2011-12-03 23:55:18,2011-12-04 03:16:13,Relax
2011-12-04 03:16:13,2011-12-04 03:19:17,Idle
2011-12-04 03:19:17,2011-12-04 12:37:49,Sleeping
2011-12-04 12:37:49,2011-12-04 12:39:45,Idle
2011-12-04 12:39:45,2011-12-04 12:45:44,Toileting
2011-12-04 12:45:44,2011-12-04 12:46:11,Idle
2011-12-04 12:46:11,2011-12-04 12:47:28,Grooming
2011-12-04 12:47:28,2011-12-04 12:50:56,Idle
2011-12-04 12:50:56,2011-12-04 12:54:55,Showering
2011-12-04 12:54:55,2011-12-04 12:56:08,Idle
2011-12-04 12:56:08,2011-12-04 12:59:48,Meal_Preparation
2011-12-04 12:59:48,2011-12-04 13:00:53,Idle
2011-12-04 13:00:53,2011-12-04 13:58:10,Relax
2011-12-04 13:58:10,2011-12-04 14:00:12,Idle
2011-12-04 14:00:12,2011-12-04 14:03:42,Toileting
2011-12-04 14:03:42,2011-12-04 14:11:50,Idle
2011-12-04 14:11:50,2011-12-04 16:31:01,Outside
2011-12-04 16:31:01,2011-12-04 16:34:00,Idle
2011-12-04 16:34:00,2011-12-04 17:25:39,Relax
2011-12-04 17:25:39,2011-12-04 17:27:03,Idle
2011-12-04 17:27:03,2011-12-04 17:27:08,Meal_Preparation
2011-12-04 17:27:08,2011-12-04 17:27:16,Idle
2011-12-04 17:27:16,2011-12-04 17:43:56,Relax
2011-12-04 17:43:56,2011-12-04 17:45:00,Idle
2011-12-04 17:45:00,2011-12-04 17:45:59,Grooming
2011-12-04 17:45:59,2011-12-04 18:08:28,Idle
2011-12-04 18:08:28,2011-12-04 18:57:52,Relax
2011-12-04 18:57:52,2011-12-04 18:58:06,Idle
2011-12-04 18:58:06,2011-12-04 18:59:33,Toileting
2011-12-04 18:59:33,2011-12-04 18:59:53,Idle
2011-12-04 18:59:53,2011-12-04 18:59:59,Meal_Preparation
2011-12-04 18:59:59,2011-12-04 19:00:04,Idle
2011-12-04 19:00:04,2011-12-04 22:20:59,Relax
2011-12-04 22:20:59,2011-12-04 22:21:10,Idle
2011-12-04 22:21:10,2011-12-04 22:22:10,Toileting
2011-12-04 22:22:10,2011-12-04 22:22:19,Idle
2011-12-04 22:22:19,2011-12-05 01:28:09,Relax
2011-12-05 01:28:09,2011-12-05 01:31:34,Idle
2011-12-05 01:31:34,2011-12-05 01:31:39,Grooming
2011-12-05 01:31:39,2011-12-05 01:35:10,Idle
2011-12-05 01:35:10,2011-12-05 11:48:55,Sleeping
2011-12-05 11:48:55,2011-12-05 11:53:01,Idle
2011-12-05 11:53:01,2011-12-05 11:53:31,Toileting
2011-12-05 11:53:31,2011-12-05 11:57:47,Idle
2011-12-05 11:57:47,2011-12-05 11:57:55,Grooming
2011-12-05 11:57:55,2011-12-05 12:01:23,Idle
2011-12-05 12:01:23,2011-12-05 12:08:56,Showering
2011-12-05 12:08:56,2011-12-05 12:14:49,Idle
2011-12-05 12:14:49,2011-12-05 12:24:37,Meal_Preparation
2011-12-05 12:24:37,2011-12-05 13:46:29,Idle
2011-12-05 13:46:29,2011-12-05 14:26:46,Relax
2011-12-05 14:26:46,2011-12-05 14:28:36,Idle
2011-12-05 14:28:36,2011-12-05 14:28:42,Grooming
2011-12-05 14:28:42,2011-12-05 14:38:07,Idle
2011-12-05 14:38:07,2011-12-05 14:55:06,Outside
2011-12-05 14:55:06,2011-12-05 14:57:51,Idle
2011-12-05 14:57:51,2011-12-05 15:40:59,Meal_Preparation
2011-12-05 15:40:59,2011-12-05 15:42:25,Idle
2011-12-05 15:42:25,2011-12-05 15:43:59,Grooming
2011-12-05 15:44:00,2011-12-05 15:44:16,Toileting
2011-12-05 15:44:16,2011-12-05 15:44:56,Idle
2011-12-05 15:44:56,2011-12-05 16:02:10,Relax
2011-12-05 16:02:10,2011-12-05 16:06:32,Idle
2011-12-05 16:06:32,2011-12-05 16:36:32,Toileting
2011-12-05 16:36:32,2011-12-05 16:37:15,Idle
2011-12-05 16:37:15,2011-12-05 17:14:32,Relax
2011-12-05 17:14:32,2011-12-05 17:17:07,Idle
2011-12-05 17:17:07,2011-12-05 18:57:16,Outside
2011-12-05 18:57:16,2011-12-05 19:01:42,Idle
2011-12-05 19:01:42,2011-12-05 19:24:02,Relax
2011-12-05 19:24:02,2011-12-05 19:24:11,Idle
2011-12-05 19:24:11,2011-12-05 19:24:16,Meal_Preparation
2011-12-05 19:24:16,2011-12-05 19:24:22,Idle
2011-12-05 19:24:22,2011-12-05 20:07:19,Relax
2011-12-05 20:07:19,2011-12-05 20:07:32,Idle
2011-12-05 20:07:32,2011-12-05 20:07:47,Grooming
2011-12-05 20:07:47,2011-12-05 20:08:12,Idle
2011-12-05 20:08:12,2011-12-05 20:08:52,Toileting
2011-12-05 20:08:52,2011-12-05 20:09:00,Idle
2011-12-05 20:09:00,2011-12-05 21:06:25,Relax
2011-12-05 21:06:25,2011-12-05 21:06:35,Idle
2011-12-05 21:06:35,2011-12-05 21:06:43,Toileting
2011-12-05 21:06:44,2011-12-05 21:07:00,Grooming
2011-12-05 21:07:00,2011-12-05 21:07:14,Idle
2011-12-05 21:07:14,2011-12-06 00:38:24,Relax
2011-12-06 00:38:24,2011-12-06 00:39:01,Idle
2011-12-06 00:39:01,2011-12-06 00:40:41,Toileting
2011-12-06 00:40:41,2011-12-06 00:42:37,Idle
2011-12-06 00:42:37,2011-12-06 10:07:20,Sleeping
2011-12-06 10:07:20,2011-12-06 11:08:00,Idle
2011-12-06 11:08:00,2011-12-06 11:08:53,Toileting
2011-12-06 11:08:53,2011-12-06 11:09:49,Idle
2011-12-06 11:09:49,2011-12-06 11:11:45,Grooming
2011-12-06 11:11:45,2011-12-06 11:12:19,Idle
2011-12-06 11:12:19,2011-12-06 11:25:57,Showering
2011-12-06 11:25:57,2011-12-06 11:30:19,Idle
2011-12-06 11:30:19,2011-12-06 11:35:26,Meal_Preparation
2011-12-06 11:35:26,2011-12-06 11:39:34,Idle
2011-12-06 11:39:34,2011-12-06 14:37:50,Relax
2011-12-06 14:37:50,2011-12-06 14:40:53,Idle
2011-12-06 14:40:53,2011-12-06 15:15:58,Meal_Preparation
2011-12-06 15:15:58,2011-12-06 15:18:35,Idle
2011-12-06 15:18:35,2011-12-06 15:20:32,Grooming
2011-12-06 15:20:32,2011-12-06 15:21:46,Idle
2011-12-06 15:21:46,2011-12-06 17:11:04,Relax
2011-12-06 17:11:04,2011-12-06 17:13:04,Idle
2011-12-06 17:13:04,2011-12-06 17:19:04,Toileting
2011-12-06 17:19:04,2011-12-06 17:19:34,Idle
2011-12-06 17:19:34,2011-12-06 18:06:26,Relax
2011-12-06 18:06:26,2011-12-06 18:07:03,Idle
2011-12-06 18:07:03,2011-12-06 18:07:15,Grooming
2011-12-06 18:07:15,2011-12-06 18:07:36,Idle
2011-12-06 18:07:36,2011-12-06 19:22:33,Relax
2011-12-06 19:22:33,2011-12-06 19:22:50,Idle
2011-12-06 19:22:50,2011-12-06 19:22:55,Meal_Preparation
2011-12-06 19:22:55,2011-12-06 19:25:56,Idle
2011-12-06 19:25:56,2011-12-06 19:26:20,Grooming
2011-12-06 19:26:20,2011-12-06 19:40:28,Idle
2011-12-06 19:40:28,2011-12-07 00:07:38,Relax
2011-12-07 00:07:38,2011-12-07 00:07:47,Idle
2011-12-07 00:07:47,2011-12-07 00:07:57,Grooming
2011-12-07 00:07:57,2011-12-07 00:08:10,Idle
2011-12-07 00:08:10,2011-12-07 00:54:50,Relax
2011-12-07 00:54:50,2011-12-07 00:57:29,Idle
2011-12-07 00:57:29,2011-12-07 00:57:53,Toileting
2011-12-07 00:57:53,2011-12-07 00:59:56,Idle
2011-12-07 00:59:56,2011-12-07 10:45:40,Sleeping
2011-12-07 10:45:40,2011-12-07 10:46:15,Idle
2011-12-07 10:46:15,2011-12-07 10:49:26,Toileting
2011-12-07 10:49:26,2011-12-07 10:50:38,Idle
2011-12-07 10:50:38,2011-12-07 11:04:19,Grooming
2011-12-07 11:04:19,2011-12-07 11:05:51,Idle
2011-12-07 11:05:51,2011-12-07 11:11:32,Showering
2011-12-07 11:11:32,2011-12-07 11:12:17,Idle
2011-12-07 11:12:17,2011-12-07 11:20:04,Meal_Preparation
2011-12-07 11:20:04,2011-12-07 11:22:58,Idle
2011-12-07 11:22:58,2011-12-07 13:56:10,Relax
2011-12-07 13:56:10,2011-12-07 14:03:34,Idle
2011-12-07 14:03:34,2011-12-07 14:39:30,Meal_Preparation
2011-12-07 14:39:30,2011-12-07 14:41:59,Idle
2011-12-07 14:41:59,2011-12-07 15:28:03,Relax
2011-12-07 15:28:03,2011-12-07 15:31:23,Idle
2011-12-07 15:31:23,2011-12-07 15:31:41,Grooming
2011-12-07 15:31:42,2011-12-07 15:31:46,Toileting
2011-12-07 15:31:46,2011-12-07 15:32:15,Idle
2011-12-07 15:32:15,2011-12-07 16:11:28,Relax
2011-12-07 16:11:28,2011-12-07 16:15:26,Idle
2011-12-07 16:15:26,2011-12-07 16:21:09,Grooming
2011-12-07 16:21:09,2011-12-07 16:25:45,Idle
2011-12-07 16:25:45,2011-12-07 18:12:36,Outside
2011-12-07 18:12:36,2011-12-07 18:14:56,Idle
2011-12-07 18:14:56,2011-12-07 18:14:59,Grooming
2011-12-07 18:15:00,2011-12-07 18:15:03,Toileting
2011-12-07 18:15:03,2011-12-07 18:15:51,Idle
2011-12-07 18:15:51,2011-12-07 19:21:46,Relax
2011-12-07 19:21:46,2011-12-07 19:23:55,Idle
2011-12-07 19:23:55,2011-12-07 19:28:46,Meal_Preparation
2011-12-07 19:28:46,2011-12-07 20:37:50,Idle
2011-12-07 20:37:50,2011-12-07 20:38:18,Meal_Preparation
2011-12-07 20:38:18,2011-12-07 20:39:16,Idle
2011-12-07 20:39:16,2011-12-07 20:39:44,Toileting
2011-12-07 20:39:44,2011-12-07 20:40:29,Idle
2011-12-07 20:40:29,2011-12-07 20:42:35,Relax
2011-12-07 20:42:35,2011-12-07 20:52:23,Idle
2011-12-07 20:52:23,2011-12-07 23:19:30,Relax
2011-12-07 23:19:30,2011-12-07 23:19:40,Idle
2011-12-07 23:19:40,2011-12-07 23:19:56,Toileting
2011-12-07 23:19:56,2011-12-07 23:20:16,Idle
2011-12-07 23:20:16,2011-12-08 01:32:32,Relax
2011-12-08 01:32:32,2011-12-08 01:39:41,Idle
2011-12-08 01:39:41,2011-12-08 11:14:29,Sleeping
2011-12-08 11:14:29,2011-12-08 11:17:37,Idle
2011-12-08 11:17:37,2011-12-08 11:17:48,Grooming
2011-12-08 11:17:49,2011-12-08 11:17:58,Toileting
2011-12-08 11:17:58,2011-12-08 11:18:02,Idle
2011-12-08 11:18:02,2011-12-08 11:18:13,Grooming
2011-12-08 11:18:13,2011-12-08 11:19:22,Idle
2011-12-08 11:19:22,2011-12-08 11:24:17,Showering
2011-12-08 11:24:17,2011-12-08 11:25:12,Idle
2011-12-08 11:25:12,2011-12-08 11:34:01,Meal_Preparation
2011-12-08 11:34:01,2011-12-08 11:36:09,Idle
2011-12-08 11:36:09,2011-12-08 13:41:19,Relax
2011-12-08 13:41:19,2011-12-08 14:04:49,Idle
2011-12-08 14:04:49,2011-12-08 14:05:01,Grooming
2011-12-08 14:05:01,2011-12-08 14:10:03,Idle
2011-12-08 14:10:03,2011-12-08 16:21:41,Outside
2011-12-08 16:21:41,2011-12-08 16:24:27,Idle
2011-12-08 16:24:27,2011-12-08 22:13:23,Relax
2011-12-08 22:13:23,2011-12-08 22:13:35,Idle
2011-12-08 22:13:35,2011-12-08 22:13:49,Grooming
2011-12-08 22:13:49,2011-12-08 22:14:14,Idle
2011-12-08 22:14:14,2011-12-08 23:12:37,Relax
2011-12-08 23:12:37,2011-12-08 23:14:09,Idle
2011-12-08 23:14:09,2011-12-08 23:14:27,Grooming
2011-12-08 23:14:27,2011-12-08 23:14:35,Idle
2011-12-08 23:14:35,2011-12-09 01:03:07,Relax
2011-12-09 01:03:07,2011-12-09 01:04:24,Idle
2011-12-09 01:04:24,2011-12-09 01:05:43,Grooming
2011-12-09 01:05:43,2011-12-09 01:16:42,Idle
2011-12-09 01:16:42,2011-12-09 10:49:07,Sleeping
2011-12-09 10:49:07,2011-12-09 10:51:56,Idle
2011-12-09 10:51:56,2011-12-09 10:52:27,Toileting
2011-12-09 10:52:27,2011-12-09 10:52:30,Idle
2011-12-09 10:52:30,2011-12-09 10:52:50,Grooming
2011-12-09 10:52:50,2011-12-09 10:54:58,Idle
2011-12-09 10:54:58,2011-12-09 10:58:21,Showering
2011-12-09 10:58:21,2011-12-09 11:00:13,Idle
2011-12-09 11:00:13,2011-12-09 11:08:15,Meal_Preparation
2011-12-09 11:08:15,2011-12-09 11:09:35,Idle
2011-12-09 11:09:35,2011-12-09 12:32:57,Relax
2011-12-09 12:32:57,2011-12-09 12:33:21,Idle
2011-12-09 12:33:21,2011-12-09 12:42:15,Grooming
2011-12-09 12:42:15,2011-12-09 12:44:16,Idle
2011-12-09 12:44:16,2011-12-09 16:33:56,Outside
2011-12-09 16:33:56,2011-12-09 16:45:53,Idle
2011-12-09 16:45:53,2011-12-09 16:59:52,Relax
2011-12-09 16:59:52,2011-12-09 17:01:37,Idle
2011-12-09 17:01:37,2011-12-09 17:04:57,Toileting
2011-12-09 17:04:57,2011-12-09 17:06:38,Idle
2011-12-09 17:06:38,2011-12-09 17:59:19,Relax
2011-12-09 17:59:19,2011-12-09 17:59:25,Idle
2011-12-09 17:59:25,2011-12-09 17:59:27,Grooming
2011-12-09 17:59:27,2011-12-09 18:02:18,Idle
2011-12-09 18:02:18,2011-12-09 18:19:03,Relax
2011-12-09 18:19:03,2011-12-09 18:32:02,Idle
2011-12-09 18:32:02,2011-12-09 18:48:36,Outside
2011-12-09 18:48:36,2011-12-09 19:19:54,Idle
2011-12-09 19:19:54,2011-12-09 21:04:31,Relax
2011-12-09 21:04:31,2011-12-09 21:04:37,Idle
2011-12-09 21:04:37,2011-12-09 21:04:50,Grooming
2011-12-09 21:04:50,2011-12-09 21:04:59,Idle
2011-12-09 21:04:59,2011-12-10 00:16:21,Relax
2011-12-10 00:16:21,2011-12-10 00:16:31,Idle
2011-12-10 00:16:31,2011-12-10 00:16:49,Grooming
2011-12-10 00:16:49,2011-12-10 00:17:05,Idle
2011-12-10 00:17:05,2011-12-10 00:46:13,Relax
2011-12-10 00:46:13,2011-12-10 00:50:47,Idle
2011-12-10 00:50:47,2011-12-10 09:26:17,Sleeping
2011-12-10 09:26:17,2011-12-10 09:28:00,Idle
2011-12-10 09:28:00,2011-12-10 09:35:48,Toileting
2011-12-10 09:35:48,2011-12-10 09:37:16,Idle
2011-12-10 09:37:16,2011-12-10 09:46:27,Grooming
2011-12-10 09:46:27,2011-12-10 09:47:44,Idle
2011-12-10 09:47:44,2011-12-10 09:52:42,Showering
2011-12-10 09:52:42,2011-12-10 09:55:18,Idle
2011-12-10 09:55:18,2011-12-10 10:02:10,Meal_Preparation
2011-12-10 10:02:10,2011-12-10 10:03:20,Idle
2011-12-10 10:03:20,2011-12-10 12:34:09,Relax
2011-12-10 12:34:09,2011-12-10 12:52:54,Idle
