Start_Time,End_Time,Sensor
2011-11-29 17:08:58,2011-11-29 17:09:00,contact_bathroom
2011-11-29 17:09:09,2011-11-29 18:57:22,motion_living
2011-11-29 19:02:15,2011-11-29 19:02:21,contact_entrance
2011-11-29 20:23:32,2011-11-29 20:23:38,contact_entrance
2011-11-29 20:28:08,2011-11-30 01:19:47,motion_living
2011-11-30 01:22:33,2011-11-30 10:07:31,motion_bedroom
2011-11-30 10:14:45,2011-11-30 10:18:33,contact_bathroom
2011-11-30 10:39:30,2011-11-30 10:41:13,contact_bathroom
2011-11-30 10:39:42,2011-11-30 10:39:45,contact_bathroom
2011-11-30 10:41:38,2011-11-30 13:05:01,motion_living
2011-11-30 13:05:38,2011-11-30 14:09:34,motion_living
2011-11-30 14:11:22,2011-11-30 14:11:24,contact_bathroom
2011-11-30 14:13:45,2011-11-30 14:34:09,motion_living
2011-11-30 14:39:42,2011-11-30 14:55:24,motion_kitchen
2011-11-30 14:40:14,2011-11-30 14:40:24,contact_fridge
2011-11-30 14:41:57,2011-11-30 14:42:12,contact_fridge
2011-11-30 14:46:46,2011-11-30 14:46:50,contact_fridge
2011-11-30 14:50:19,2011-11-30 14:50:33,contact_fridge
2011-11-30 15:11:48,2011-11-30 16:39:11,motion_living
2011-11-30 16:40:04,2011-11-30 16:40:09,contact_bathroom
2011-11-30 16:41:05,2011-11-30 16:41:09,contact_fridge
2011-11-30 16:41:15,2011-11-30 18:00:38,motion_living
2011-11-30 18:01:44,2011-11-30 18:01:47,contact_bathroom
2011-11-30 18:01:54,2011-11-30 18:43:20,motion_living
2011-11-30 18:57:39,2011-11-30 19:37:10,motion_living
2011-11-30 19:37:40,2011-11-30 19:37:46,contact_bathroom
2011-11-30 19:46:44,2011-11-30 19:46:49,contact_entrance
2011-11-30 20:05:07,2011-11-30 20:05:12,contact_entrance
2011-11-30 20:08:39,2011-11-30 20:08:44,motion_living
2011-11-30 20:09:07,2011-11-30 20:13:18,contact_fridge
2011-11-30 20:13:39,2011-11-30 20:13:48,contact_bathroom
2011-11-30 20:14:03,2011-12-01 01:34:27,motion_living
2011-12-01 01:37:52,2011-12-01 10:50:45,motion_bedroom
2011-12-01 10:55:08,2011-12-01 10:55:13,contact_bathroom
2011-12-01 10:55:16,2011-12-01 10:55:25,contact_bathroom
2011-12-01 10:58:37,2011-12-01 11:12:22,contact_bathroom
2011-12-01 11:17:05,2011-12-01 11:19:49,power_microwave
2011-12-01 11:17:14,2011-12-01 11:17:26,contact_fridge
2011-12-01 11:17:29,2011-12-01 11:17:43,contact_fridge
2011-12-01 11:17:49,2011-12-01 11:19:43,power_microwave
2011-12-01 11:30:06,2011-12-01 14:29:02,motion_living
2011-12-01 14:08:19,2011-12-01 14:08:22,contact_bathroom
2011-12-01 14:29:37,2011-12-01 14:52:02,motion_kitchen
2011-12-01 15:09:00,2011-12-01 16:26:17,motion_living
2011-12-01 16:26:36,2011-12-01 17:27:13,contact_bathroom
2011-12-01 17:29:29,2011-12-01 17:29:58,contact_entrance
2011-12-01 18:49:46,2011-12-01 18:49:51,contact_entrance
2011-12-01 18:54:52,2011-12-01 18:54:56,contact_fridge
2011-12-01 18:55:03,2011-12-01 19:10:34,motion_living
2011-12-01 19:29:13,2011-12-01 23:52:52,motion_living
2011-12-01 23:53:00,2011-12-01 23:53:28,contact_bathroom
2011-12-01 23:54:32,2011-12-02 01:18:32,motion_living
2011-12-02 01:18:44,2011-12-02 01:18:57,contact_bathroom
2011-12-02 01:19:09,2011-12-02 02:08:17,motion_living
2011-12-02 02:09:33,2011-12-02 02:13:56,contact_bathroom
2011-12-02 02:15:55,2011-12-02 12:15:19,motion_bedroom
2011-12-02 12:20:41,2011-12-02 12:20:46,contact_bathroom
2011-12-02 12:21:02,2011-12-02 12:21:06,contact_bathroom
2011-12-02 12:21:19,2011-12-02 12:25:40,contact_bathroom
2011-12-02 12:27:47,2011-12-02 12:28:03,contact_fridge
2011-12-02 12:28:45,2011-12-02 12:29:02,contact_fridge
2011-12-02 12:29:08,2011-12-02 12:31:50,power_microwave
2011-12-02 12:29:25,2011-12-02 12:31:10,power_microwave
2011-12-02 12:37:47,2011-12-02 14:46:29,motion_living
2011-12-02 14:46:59,2011-12-02 14:47:08,contact_fridge
2011-12-02 14:47:18,2011-12-02 15:05:06,motion_kitchen
2011-12-02 14:47:22,2011-12-02 14:50:19,power_microwave
2011-12-02 14:56:44,2011-12-02 14:56:49,contact_fridge
2011-12-02 14:59:11,2011-12-02 14:59:15,contact_fridge
2011-12-02 15:24:05,2011-12-02 15:55:12,motion_living
2011-12-02 15:56:02,2011-12-02 15:57:55,contact_bathroom
2011-12-02 15:57:56,2011-12-02 16:36:05,motion_living
2011-12-02 16:47:39,2011-12-02 19:39:08,motion_living
2011-12-02 19:40:44,2011-12-02 19:40:50,contact_fridge
2011-12-02 19:41:14,2011-12-02 21:26:09,motion_living
2011-12-02 21:46:31,2011-12-03 01:41:08,motion_living
2011-12-03 01:47:02,2011-12-03 11:56:20,motion_bedroom
2011-12-03 11:59:33,2011-12-03 11:59:36,contact_bathroom
2011-12-03 11:59:42,2011-12-03 12:01:34,contact_bathroom
2011-12-03 12:03:36,2011-12-03 12:06:26,contact_bathroom
2011-12-03 12:08:53,2011-12-03 12:08:55,contact_bathroom
2011-12-03 12:21:30,2011-12-03 13:28:36,motion_living
2011-12-03 13:29:22,2011-12-03 13:29:32,contact_bathroom
2011-12-03 13:29:48,2011-12-03 14:01:20,motion_living
2011-12-03 14:11:10,2011-12-03 14:14:43,contact_bathroom
2011-12-03 14:18:11,2011-12-03 14:18:23,contact_entrance
2011-12-03 17:48:33,2011-12-03 17:48:37,contact_entrance
2011-12-03 17:50:14,2011-12-03 20:37:41,motion_living
2011-12-03 20:37:49,2011-12-03 20:38:07,contact_entrance
2011-12-03 20:38:15,2011-12-03 23:53:24,motion_living
2011-12-03 23:55:18,2011-12-04 03:16:13,motion_living
2011-12-04 03:19:17,2011-12-04 12:37:49,motion_bedroom
2011-12-04 12:46:11,2011-12-04 12:46:15,contact_bathroom
2011-12-04 12:46:20,2011-12-04 12:47:28,contact_bathroom
2011-12-04 12:50:56,2011-12-04 12:54:55,contact_bathroom
2011-12-04 13:00:53,2011-12-04 13:58:10,motion_living
2011-12-04 14:11:50,2011-12-04 14:11:54,contact_entrance
2011-12-04 16:30:57,2011-12-04 16:31:01,contact_entrance
2011-12-04 16:34:00,2011-12-04 17:25:39,motion_living
2011-12-04 17:27:03,2011-12-04 17:27:08,contact_fridge
2011-12-04 17:27:16,2011-12-04 17:43:56,motion_living
2011-12-04 17:45:15,2011-12-04 17:45:19,contact_bathroom
2011-12-04 18:08:28,2011-12-04 18:57:52,motion_living
2011-12-04 18:59:09,2011-12-04 18:59:12,contact_bathroom
2011-12-04 19:00:04,2011-12-04 22:20:59,motion_living
2011-12-04 22:21:45,2011-12-04 22:21:57,contact_bathroom
2011-12-04 22:22:19,2011-12-05 01:28:09,motion_living
2011-12-05 01:31:34,2011-12-05 01:31:39,contact_bathroom
2011-12-05 01:35:10,2011-12-05 11:48:55,motion_bedroom
2011-12-05 11:57:47,2011-12-05 11:57:55,contact_bathroom
2011-12-05 12:01:23,2011-12-05 12:08:56,contact_bathroom
2011-12-05 12:10:06,2011-12-05 12:14:19,motion_living
2011-12-05 12:14:49,2011-12-05 12:14:55,contact_fridge
2011-12-05 12:14:58,2011-12-05 12:15:29,contact_fridge
2011-12-05 12:15:45,2011-12-05 12:17:41,power_microwave
2011-12-05 12:15:55,2011-12-05 12:17:58,power_microwave
2011-12-05 12:16:02,2011-12-05 12:16:06,contact_fridge
2011-12-05 12:26:37,2011-12-05 14:26:46,motion_living
2011-12-05 14:28:36,2011-12-05 14:28:42,contact_bathroom
2011-12-05 14:38:07,2011-12-05 14:38:32,contact_entrance
2011-12-05 14:55:00,2011-12-05 14:55:06,contact_entrance
2011-12-05 15:00:55,2011-12-05 15:21:30,motion_kitchen
2011-12-05 15:42:25,2011-12-05 15:44:05,contact_bathroom
2011-12-05 15:44:56,2011-12-05 16:02:10,motion_living
2011-12-05 16:37:15,2011-12-05 17:14:32,motion_living
2011-12-05 17:17:07,2011-12-05 17:17:13,contact_entrance
2011-12-05 18:57:11,2011-12-05 18:57:16,contact_entrance
2011-12-05 19:01:42,2011-12-05 19:24:02,motion_living
2011-12-05 19:24:11,2011-12-05 19:24:16,contact_fridge
2011-12-05 19:24:22,2011-12-05 20:07:19,motion_living
2011-12-05 20:07:32,2011-12-05 20:07:47,contact_bathroom
2011-12-05 20:20:20,2011-12-05 21:06:25,motion_living
2011-12-05 21:06:35,2011-12-05 21:06:41,contact_bathroom
2011-12-05 21:06:44,2011-12-05 21:07:00,contact_bathroom
2011-12-05 21:07:14,2011-12-06 00:38:24,motion_living
2011-12-06 00:40:35,2011-12-06 00:40:41,contact_bathroom
2011-12-06 00:42:37,2011-12-06 10:07:20,motion_bedroom
2011-12-06 11:09:49,2011-12-06 11:09:52,contact_bathroom
2011-12-06 11:10:06,2011-12-06 11:10:09,contact_bathroom
2011-12-06 11:10:08,2011-12-06 11:11:45,contact_bathroom
2011-12-06 11:12:19,2011-12-06 11:25:57,contact_bathroom
2011-12-06 11:30:19,2011-12-06 11:33:26,power_microwave
2011-12-06 11:30:22,2011-12-06 11:30:46,contact_fridge
2011-12-06 11:30:52,2011-12-06 11:31:23,contact_fridge
2011-12-06 11:31:34,2011-12-06 11:32:49,power_microwave
2011-12-06 11:39:34,2011-12-06 14:37:50,motion_living
2011-12-06 14:40:53,2011-12-06 14:41:14,contact_fridge
2011-12-06 14:41:16,2011-12-06 15:00:58,motion_kitchen
2011-12-06 14:41:22,2011-12-06 14:51:11,power_microwave
2011-12-06 14:48:47,2011-12-06 14:48:52,contact_fridge
2011-12-06 14:52:17,2011-12-06 14:52:22,contact_fridge
2011-12-06 14:56:50,2011-12-06 14:56:54,contact_fridge
2011-12-06 15:17:49,2011-12-06 15:18:18,motion_living
2011-12-06 15:18:35,2011-12-06 15:20:32,contact_bathroom
2011-12-06 15:21:46,2011-12-06 17:11:04,motion_living
2011-12-06 17:19:04,2011-12-06 17:19:14,contact_bathroom
2011-12-06 17:19:34,2011-12-06 18:06:26,motion_living
2011-12-06 18:07:03,2011-12-06 18:07:15,contact_bathroom
2011-12-06 18:07:36,2011-12-06 19:22:33,motion_living
2011-12-06 19:22:50,2011-12-06 19:22:55,contact_fridge
2011-12-06 19:25:56,2011-12-06 19:26:20,contact_bathroom
2011-12-06 19:40:28,2011-12-07 00:07:38,motion_living
2011-12-07 00:07:47,2011-12-07 00:07:57,contact_bathroom
2011-12-07 00:08:10,2011-12-07 00:54:50,motion_living
2011-12-07 00:59:56,2011-12-07 10:45:40,motion_bedroom
2011-12-07 10:50:38,2011-12-07 10:50:43,contact_bathroom
2011-12-07 10:50:45,2011-12-07 11:04:14,contact_bathroom
2011-12-07 11:04:19,2011-12-07 11:04:25,contact_bathroom
2011-12-07 11:05:51,2011-12-07 11:11:32,contact_bathroom
2011-12-07 11:22:58,2011-12-07 13:56:10,motion_living
2011-12-07 14:03:34,2011-12-07 14:03:42,contact_fridge
2011-12-07 14:04:32,2011-12-07 14:22:12,motion_kitchen
2011-12-07 14:04:39,2011-12-07 14:13:34,power_microwave
2011-12-07 14:13:16,2011-12-07 14:13:22,contact_fridge
2011-12-07 14:14:59,2011-12-07 14:15:04,contact_fridge
2011-12-07 14:27:30,2011-12-07 14:27:34,contact_fridge
2011-12-07 14:27:39,2011-12-07 14:27:44,contact_fridge
2011-12-07 14:41:59,2011-12-07 15:28:03,motion_living
2011-12-07 15:31:23,2011-12-07 15:31:41,contact_bathroom
2011-12-07 15:32:15,2011-12-07 16:11:28,motion_living
2011-12-07 16:15:26,2011-12-07 16:21:09,contact_bathroom
2011-12-07 16:25:45,2011-12-07 16:25:52,contact_entrance
2011-12-07 18:12:30,2011-12-07 18:12:36,contact_entrance
2011-12-07 18:14:56,2011-12-07 18:14:59,contact_bathroom
2011-12-07 18:15:51,2011-12-07 19:21:46,motion_living
2011-12-07 19:23:32,2011-12-07 19:23:39,contact_entrance
2011-12-07 20:40:29,2011-12-07 20:42:35,motion_living
2011-12-07 20:47:11,2011-12-07 20:47:46,contact_entrance
2011-12-07 20:52:23,2011-12-07 23:19:30,motion_living
2011-12-07 23:19:40,2011-12-07 23:19:56,contact_bathroom
2011-12-07 23:20:16,2011-12-08 01:32:32,motion_living
2011-12-08 01:39:41,2011-12-08 11:14:29,motion_bedroom
2011-12-08 11:17:37,2011-12-08 11:17:48,contact_bathroom
2011-12-08 11:18:02,2011-12-08 11:18:05,contact_bathroom
2011-12-08 11:18:10,2011-12-08 11:18:13,contact_bathroom
2011-12-08 11:19:22,2011-12-08 11:24:17,contact_bathroom
2011-12-08 11:25:12,2011-12-08 11:28:25,power_microwave
2011-12-08 11:25:18,2011-12-08 11:25:39,contact_fridge
2011-12-08 11:26:05,2011-12-08 11:26:26,contact_fridge
2011-12-08 11:26:31,2011-12-08 11:28:28,motion_kitchen
2011-12-08 11:26:35,2011-12-08 11:28:24,power_microwave
2011-12-08 11:36:09,2011-12-08 13:41:19,motion_living
2011-12-08 14:04:49,2011-12-08 14:05:01,contact_bathroom
2011-12-08 14:10:03,2011-12-08 14:10:07,contact_entrance
2011-12-08 16:21:37,2011-12-08 16:21:41,contact_entrance
2011-12-08 16:24:27,2011-12-08 22:13:23,motion_living
2011-12-08 22:13:35,2011-12-08 22:13:49,contact_bathroom
2011-12-08 22:14:14,2011-12-08 23:12:37,motion_living
2011-12-08 23:14:09,2011-12-08 23:14:27,contact_bathroom
2011-12-08 23:14:35,2011-12-09 01:03:07,motion_living
2011-12-09 01:04:24,2011-12-09 01:05:43,contact_bathroom
2011-12-09 01:16:42,2011-12-09 10:49:07,motion_bedroom
2011-12-09 10:52:30,2011-12-09 10:52:36,contact_bathroom
2011-12-09 10:52:40,2011-12-09 10:52:50,contact_bathroom
2011-12-09 10:54:58,2011-12-09 10:58:21,contact_bathroom
2011-12-09 11:01:26,2011-12-09 11:01:29,motion_kitchen
2011-12-09 11:09:35,2011-12-09 12:32:57,motion_living
2011-12-09 12:33:21,2011-12-09 12:42:15,contact_bathroom
2011-12-09 12:44:16,2011-12-09 12:44:20,contact_entrance
2011-12-09 16:33:52,2011-12-09 16:33:56,contact_entrance
2011-12-09 16:45:53,2011-12-09 16:59:52,motion_living
2011-12-09 17:06:38,2011-12-09 17:59:19,motion_living
2011-12-09 17:59:25,2011-12-09 17:59:27,contact_bathroom
2011-12-09 18:02:18,2011-12-09 18:19:35,motion_living
2011-12-09 18:32:02,2011-12-09 18:32:07,contact_entrance
2011-12-09 18:48:30,2011-12-09 18:48:36,contact_entrance
2011-12-09 18:50:33,2011-12-09 18:50:45,contact_fridge
2011-12-09 19:19:54,2011-12-09 21:04:31,motion_living
2011-12-09 21:04:37,2011-12-09 21:04:50,contact_bathroom
2011-12-09 21:04:59,2011-12-10 00:16:21,motion_living
2011-12-10 00:16:31,2011-12-10 00:16:49,contact_bathroom
2011-12-10 00:17:05,2011-12-10 00:46:13,motion_living
2011-12-10 00:50:47,2011-12-10 09:26:17,motion_bedroom
2011-12-10 09:37:16,2011-12-10 09:37:21,contact_bathroom
2011-12-10 09:37:26,2011-12-10 09:45:53,contact_bathroom
2011-12-10 09:46:00,2011-12-10 09:46:05,contact_bathroom
2011-12-10 09:46:23,2011-12-10 09:46:27,contact_bathroom
2011-12-10 09:47:44,2011-12-10 09:52:42,contact_bathroom
2011-12-10 09:58:21,2011-12-10 09:58:24,motion_kitchen
2011-12-10 10:03:20,2011-12-10 12:34:09,motion_living
2011-12-10 12:52:54,2011-12-10 12:53:39,contact_bathroom
2011-12-10 13:04:03,2011-12-10 13:04:08,contact_entrance
2011-12-10 17:06:58,2011-12-10 17:07:03,contact_entrance
2011-12-10 17:11:23,2011-12-10 20:16:51,motion_living
2011-12-10 20:21:54,2011-12-10 20:23:16,contact_bathroom
2011-12-10 20:25:40,2011-12-10 20:25:46,contact_entrance
2011-12-11 00:56:01,2011-12-11 00:56:05,contact_entrance
2011-12-11 01:01:41,2011-12-11 02:26:08,motion_living
2011-12-11 02:27:21,2011-12-11 02:28:44,contact_bathroom
2011-12-11 02:31:15,2011-12-11 11:57:34,motion_bedroom
2011-12-11 12:02:25,2011-12-11 12:02:39,contact_bathroom
2011-12-11 12:02:56,2011-12-11 12:18:42,contact_bathroom
2011-12-11 12:32:49,2011-12-11 14:26:18,motion_living
2011-12-11 14:36:58,2011-12-11 15:00:37,motion_kitchen
2011-12-11 15:41:34,2011-12-11 15:43:30,contact_bathroom
2011-12-11 15:43:51,2011-12-12 00:22:50,motion_living
2011-12-12 00:31:35,2011-12-12 07:22:21,motion_bedroom
2011-12-12 07:23:12,2011-12-12 10:30:40,motion_living
2011-12-12 10:31:48,2011-12-12 10:31:50,motion_living
2011-12-12 10:32:05,2011-12-12 10:32:08,motion_kitchen
2011-12-12 10:33:11,2011-12-12 10:33:13,motion_kitchen
2011-12-12 10:33:33,2011-12-12 10:33:45,motion_living
2011-12-12 10:34:26,2011-12-12 10:51:47,motion_living
2011-12-12 10:52:37,2011-12-12 10:52:40,motion_living
2011-12-12 10:55:03,2011-12-12 10:55:06,motion_bedroom
2011-12-12 10:56:12,2011-12-12 10:56:15,motion_bedroom
2011-12-12 10:57:29,2011-12-12 10:59:03,contact_bathroom
2011-12-12 10:59:20,2011-12-12 10:59:23,motion_living
2011-12-12 11:00:09,2011-12-12 12:01:03,motion_living
2011-12-12 12:02:10,2011-12-12 12:02:13,motion_living
2011-12-12 12:02:18,2011-12-12 12:02:26,contact_bathroom
2011-12-12 12:02:44,2011-12-12 12:02:48,motion_bedroom
2011-12-12 12:04:00,2011-12-12 19:39:26,motion_bedroom
2011-12-12 19:40:07,2011-12-12 19:40:10,motion_bedroom
2011-12-12 19:49:08,2011-12-12 19:49:13,motion_living
2011-12-12 19:50:05,2011-12-12 19:50:08,motion_living
2011-12-12 19:50:53,2011-12-12 19:50:56,motion_kitchen
2011-12-12 19:56:48,2011-12-12 19:57:03,contact_fridge
2011-12-12 19:57:12,2011-12-12 19:58:53,power_microwave
2011-12-12 20:01:24,2011-12-12 20:01:26,motion_kitchen
2011-12-12 20:02:17,2011-12-12 20:02:20,motion_bedroom
2011-12-12 20:05:07,2011-12-12 20:05:11,motion_bedroom
2011-12-12 20:05:16,2011-12-12 20:05:19,motion_living
2011-12-12 20:06:27,2011-12-12 20:23:41,motion_living
2011-12-12 20:24:35,2011-12-12 20:24:38,motion_living
2011-12-12 20:25:46,2011-12-12 20:25:49,motion_bedroom
2011-12-12 20:25:52,2011-12-12 20:25:56,motion_bedroom
2011-12-12 20:27:10,2011-12-12 20:29:06,contact_bathroom
2011-12-12 20:30:30,2011-12-12 20:38:36,contact_bathroom
2011-12-12 20:41:16,2011-12-12 20:41:29,motion_living
2011-12-12 20:42:00,2011-12-12 20:42:01,motion_living
2011-12-12 20:42:14,2011-12-12 20:42:16,motion_kitchen
2011-12-12 20:42:18,2011-12-12 20:42:33,motion_kitchen
2011-12-12 20:42:38,2011-12-12 20:43:01,contact_bathroom
2011-12-12 20:44:05,2011-12-12 20:48:52,contact_bathroom
2011-12-12 20:49:20,2011-12-12 20:49:22,motion_kitchen
2011-12-12 20:49:59,2011-12-12 20:50:01,motion_kitchen
2011-12-12 20:50:11,2011-12-12 20:50:13,motion_living
2011-12-12 20:50:33,2011-12-12 20:50:35,motion_living
2011-12-12 20:50:56,2011-12-12 20:50:58,contact_bathroom
2011-12-12 20:56:08,2011-12-12 20:56:15,motion_living
2011-12-12 21:13:44,2011-12-12 21:13:47,motion_living
2011-12-12 21:14:35,2011-12-12 21:14:38,motion_kitchen
2011-12-12 21:29:31,2011-12-12 21:29:36,motion_kitchen
2011-12-12 21:30:17,2011-12-12 21:30:21,motion_living
2011-12-12 21:32:25,2011-12-12 21:32:28,motion_living
2011-12-12 21:33:03,2011-12-12 21:33:08,motion_bedroom
2011-12-12 21:41:18,2011-12-12 21:41:20,motion_bedroom
2011-12-12 21:41:30,2011-12-12 21:41:32,motion_kitchen
2011-12-12 21:42:06,2011-12-12 21:42:08,motion_kitchen
2011-12-12 21:42:59,2011-12-12 21:43:01,motion_bedroom
2011-12-12 21:43:36,2011-12-12 21:43:43,motion_bedroom
2011-12-12 21:46:40,2011-12-12 21:46:43,motion_kitchen
2011-12-12 21:56:00,2011-12-12 21:56:14,motion_kitchen
2011-12-12 21:56:29,2011-12-12 21:56:39,motion_living
2011-12-12 22:10:41,2011-12-12 22:10:43,motion_living
2011-12-12 22:10:58,2011-12-12 22:11:00,motion_bedroom
2011-12-12 22:31:14,2011-12-12 22:31:21,motion_bedroom
2011-12-12 22:32:24,2011-12-12 22:32:39,motion_kitchen
2011-12-12 22:45:51,2011-12-12 22:45:54,motion_kitchen
2011-12-12 22:48:26,2011-12-12 22:48:33,motion_bedroom
2011-12-12 22:50:35,2011-12-12 22:50:37,motion_bedroom
2011-12-12 22:52:32,2011-12-12 22:52:34,motion_bedroom
2011-12-12 22:58:12,2011-12-12 22:58:14,motion_bedroom
2011-12-12 22:58:33,2011-12-12 22:58:37,motion_living
2011-12-12 22:59:52,2011-12-12 22:59:55,motion_living
2011-12-12 23:08:53,2011-12-12 23:16:02,contact_bathroom
2011-12-12 23:21:38,2011-12-12 23:27:15,contact_bathroom
2011-12-12 23:27:52,2011-12-12 23:28:43,motion_living
2011-12-12 23:41:33,2011-12-12 23:41:37,motion_living
2011-12-12 23:42:02,2011-12-12 23:42:06,motion_kitchen
2011-12-12 23:53:14,2011-12-12 23:53:18,motion_kitchen
2011-12-12 23:56:40,2011-12-12 23:56:42,motion_kitchen
2011-12-13 00:08:53,2011-12-13 00:08:56,motion_kitchen
2011-12-13 00:13:38,2011-12-13 00:13:41,motion_living
2011-12-13 00:29:07,2011-12-13 00:29:09,motion_living
2011-12-13 00:29:19,2011-12-13 00:29:22,motion_kitchen
2011-12-13 00:57:35,2011-12-13 00:57:38,motion_kitchen
2011-12-13 00:57:45,2011-12-13 00:57:48,motion_living
2011-12-13 00:58:06,2011-12-13 00:58:09,motion_living
2011-12-13 00:58:21,2011-12-13 00:58:24,motion_kitchen
2011-12-13 01:02:03,2011-12-13 01:02:05,motion_kitchen
2011-12-13 01:03:36,2011-12-13 01:03:38,motion_living
2011-12-13 01:31:38,2011-12-13 01:31:41,motion_living
2011-12-13 01:31:51,2011-12-13 01:31:53,motion_kitchen
2011-12-13 01:40:40,2011-12-13 01:40:44,motion_kitchen
2011-12-13 01:47:56,2011-12-13 01:49:30,contact_bathroom
2011-12-13 01:51:46,2011-12-13 01:51:49,motion_living
2011-12-13 01:52:06,2011-12-13 02:19:26,motion_living
2011-12-13 02:20:19,2011-12-13 02:20:25,motion_living
2011-12-13 02:31:13,2011-12-13 02:31:20,contact_entrance
2011-12-13 03:17:25,2011-12-13 03:17:28,contact_entrance
2011-12-13 03:19:02,2011-12-13 03:19:05,motion_living
2011-12-13 03:38:08,2011-12-13 03:38:12,motion_living
2011-12-13 03:38:21,2011-12-13 03:38:24,motion_kitchen
2011-12-13 03:38:41,2011-12-13 03:38:43,motion_kitchen
2011-12-13 03:38:59,2011-12-13 03:39:07,motion_living
2011-12-13 03:44:29,2011-12-13 03:44:33,motion_living
2011-12-13 03:52:46,2011-12-13 03:52:58,contact_bathroom
2011-12-13 03:53:28,2011-12-13 03:53:31,motion_living
2011-12-13 03:54:13,2011-12-13 04:55:49,motion_living
2011-12-13 04:56:20,2011-12-13 04:56:23,motion_living
2011-12-13 04:56:36,2011-12-13 04:56:40,motion_kitchen
2011-12-13 05:01:08,2011-12-13 05:01:24,contact_fridge
2011-12-13 05:01:33,2011-12-13 05:02:34,power_microwave
2011-12-13 05:05:03,2011-12-13 05:05:06,motion_kitchen
2011-12-13 05:09:42,2011-12-13 05:09:47,motion_bedroom
2011-12-13 05:10:58,2011-12-13 05:11:01,motion_bedroom
2011-12-13 05:11:06,2011-12-13 05:11:10,motion_living
2011-12-13 05:11:58,2011-12-13 07:05:37,motion_living
2011-12-13 07:05:56,2011-12-13 07:05:58,motion_living
2011-12-13 07:06:02,2011-12-13 07:06:14,motion_bedroom
2011-12-13 07:08:30,2011-12-13 07:08:33,motion_bedroom
2011-12-13 07:15:23,2011-12-13 07:15:26,motion_living
2011-12-13 07:20:30,2011-12-13 07:20:49,motion_living
2011-12-13 07:23:47,2011-12-13 07:23:54,contact_bathroom
2011-12-13 07:24:04,2011-12-13 07:24:08,motion_living
2011-12-13 08:43:15,2011-12-13 08:43:18,motion_living
2011-12-13 08:43:18,2011-12-13 08:43:21,motion_bedroom
2011-12-13 08:43:37,2011-12-13 08:43:39,motion_bedroom
2011-12-13 08:44:12,2011-12-13 08:44:16,motion_kitchen
2011-12-13 08:45:14,2011-12-13 08:45:49,contact_fridge
2011-12-13 08:46:43,2011-12-13 08:46:46,motion_kitchen
